date,precipitation_sum_open,temperature_2m_mean_open,temperature_2m_max_open,temperature_2m_min_open,relative_humidity_2m_mean_open,precipitation_sum_nasa,temperature_2m_mean_nasa,temperature_2m_max_nasa,temperature_2m_min_nasa,relative_humidity_2m_mean_nasa,year,month,season
2012-03-25,0.6,18.65,25.05,13.375,52.25,2.7,19.28,26.78,14.66,43.4,2012,3,MAM
2012-03-26,2.4000000000000004,16.775,22.5,12.275,65.0,1.81,19.55,26.84,14.02,52.67,2012,3,MAM
2012-03-27,0.55,16.775,23.0,11.475,58.0,0.01,18.26,26.88,12.54,44.71,2012,3,MAM
2012-03-28,0.0,18.025,25.0,10.399999999999999,56.25,0.01,19.63,28.36,12.32,48.88,2012,3,MAM
2012-03-29,0.0,19.175,27.075,10.675,50.75,0.0,20.92,30.83,12.71,41.42,2012,3,MAM
2012-03-30,0.0,20.625,29.275,11.275,48.5,0.0,22.83,33.48,13.3,34.5,2012,3,MAM
2012-03-31,0.0,22.8,30.225,12.85,47.75,0.01,23.82,34.07,15.02,33.76,2012,3,MAM
2012-04-01,0.25,22.625,29.3,16.2,45.5,0.4,24.27,33.78,17.11,41.1,2012,4,MAM
2012-04-02,0.45,23.4,30.95,16.075,47.0,0.05,23.61,30.6,17.74,48.11,2012,4,MAM
2012-04-03,0.15000000000000002,23.35,31.075,15.625,48.0,0.0,25.31,34.52,17.53,40.15,2012,4,MAM
2012-04-04,0.0,23.2,30.775,14.7,40.5,0.0,26.19,34.5,18.02,35.05,2012,4,MAM
2012-04-05,0.05,23.0,31.175,14.675,38.25,0.0,25.74,34.63,18.22,31.23,2012,4,MAM
2012-04-06,0.0,22.9,30.375,14.25,37.25,0.03,24.16,33.69,18.03,32.75,2012,4,MAM
2012-04-07,0.0,23.175,30.1,14.175,34.0,0.08,25.28,33.61,18.22,32.61,2012,4,MAM
2012-04-08,0.0,24.425,30.65,15.850000000000001,33.25,0.23,25.96,34.67,17.06,32.27,2012,4,MAM
2012-04-09,0.8,24.225,29.7,18.775,41.25,2.5,24.83,33.33,17.12,47.31,2012,4,MAM
2012-04-10,11.4,19.875,24.275,15.45,68.25,2.4,23.55,29.9,19.29,53.08,2012,4,MAM
2012-04-11,1.75,18.525,23.475,12.825,70.25,3.63,19.43,23.17,15.78,63.86,2012,4,MAM
2012-04-12,1.1,19.7,25.975,12.15,58.5,0.87,22.04,29.48,13.6,47.15,2012,4,MAM
2012-04-13,0.25,20.275000000000002,25.8,13.325,52.5,0.69,22.14,29.63,15.67,47.39,2012,4,MAM
2012-04-14,0.15000000000000002,19.975,25.924999999999997,13.75,53.5,3.86,20.98,26.81,15.33,56.15,2012,4,MAM
2012-04-15,0.0,20.775,26.275,13.225,51.5,0.2,22.16,29.44,14.43,49.55,2012,4,MAM
2012-04-16,0.0,20.950000000000003,25.975,15.25,55.75,4.09,22.6,29.28,15.62,50.51,2012,4,MAM
2012-04-17,0.0,22.3,28.225,14.425,49.5,0.0,23.25,30.16,16.85,50.58,2012,4,MAM
2012-04-18,0.0,23.875,30.275,15.225,41.25,0.0,24.25,31.59,17.49,49.88,2012,4,MAM
2012-04-19,0.0,23.15,28.65,17.075,43.25,11.76,24.37,30.31,19.8,54.74,2012,4,MAM
2012-04-20,16.85,21.925,29.825,17.0,64.5,0.97,23.99,30.87,18.22,55.18,2012,4,MAM
2012-04-21,2.7,19.975,25.625,15.025,74.5,14.76,22.53,29.06,17.01,57.84,2012,4,MAM
2012-04-22,0.5,20.125,25.15,14.525,68.0,1.1,22.0,28.5,16.69,56.48,2012,4,MAM
2012-04-23,0.8500000000000001,21.125,26.6,15.5,64.5,2.04,22.81,29.48,15.63,53.44,2012,4,MAM
2012-04-24,0.95,22.6,28.625,15.625,57.5,2.95,24.03,31.17,16.34,50.72,2012,4,MAM
2012-04-25,6.55,21.3,27.175,16.325,69.75,0.26,23.77,29.61,18.47,50.79,2012,4,MAM
2012-04-26,6.05,19.725,24.075,15.825,76.25,2.12,22.57,27.39,17.73,55.89,2012,4,MAM
2012-04-27,1.0499999999999998,20.9,26.0,15.4,67.5,0.05,23.42,30.66,17.1,51.49,2012,4,MAM
2012-04-28,8.35,20.075,24.85,15.125,70.75,1.84,20.44,23.08,18.84,62.81,2012,4,MAM
2012-04-29,1.85,19.525,25.0,13.775,66.75,3.04,22.91,28.86,17.34,52.54,2012,4,MAM
2012-04-30,0.0,20.1,26.125,13.45,54.0,2.77,23.8,30.35,17.63,43.48,2012,4,MAM
2012-05-01,0.35,20.5,26.775,12.975,52.0,0.23,22.75,29.28,15.94,45.83,2012,5,MAM
2012-05-02,0.0,21.349999999999998,27.875,13.525,50.0,2.94,23.31,31.26,14.06,42.93,2012,5,MAM
2012-05-03,0.0,22.849999999999998,30.15,14.175,47.75,0.0,25.83,33.36,16.3,36.0,2012,5,MAM
2012-05-04,0.0,24.375,32.05,15.075,39.25,0.01,27.53,35.11,19.47,33.09,2012,5,MAM
2012-05-05,0.0,27.15,33.525,16.275,31.75,0.0,26.43,33.86,18.03,35.07,2012,5,MAM
2012-05-06,0.0,26.225,31.775,19.1,39.25,0.25,27.22,34.29,20.95,42.65,2012,5,MAM
2012-05-07,0.1,25.25,30.775,18.65,47.25,0.03,28.33,36.27,22.23,42.34,2012,5,MAM
2012-05-08,0.0,27.15,33.825,18.45,38.0,0.0,28.88,37.3,20.67,36.68,2012,5,MAM
2012-05-09,0.0,28.525,35.325,19.675,34.0,0.0,27.21,34.45,22.43,38.94,2012,5,MAM
2012-05-10,0.0,28.525,34.95,20.7,35.0,1.63,30.92,38.88,22.79,32.12,2012,5,MAM
2012-05-11,2.15,26.825,33.7,21.025,43.5,3.89,30.21,37.35,23.63,35.72,2012,5,MAM
2012-05-12,1.65,25.1,31.875,19.05,47.0,2.01,27.15,35.2,19.64,41.1,2012,5,MAM
2012-05-13,0.0,26.275,32.625,18.525,36.5,0.65,27.26,35.37,19.43,34.6,2012,5,MAM
2012-05-14,0.0,26.75,33.725,18.075,33.5,0.0,29.06,36.89,20.32,27.64,2012,5,MAM
2012-05-15,0.45,27.95,35.175,18.775000000000002,30.5,0.09,29.34,36.64,20.91,27.49,2012,5,MAM
2012-05-16,0.0,28.6,35.475,19.875,30.25,0.78,30.8,38.3,22.38,24.87,2012,5,MAM
2012-05-17,0.65,27.45,34.199999999999996,21.85,35.5,1.88,31.52,38.39,24.36,25.83,2012,5,MAM
2012-05-18,0.15000000000000002,27.875,34.4,20.275,33.25,0.11,29.79,37.68,23.25,25.6,2012,5,MAM
2012-05-19,0.44999999999999996,28.5,35.125,19.7,30.75,0.01,30.14,39.18,20.8,21.96,2012,5,MAM
2012-05-20,0.0,27.625,35.45,20.75,32.75,0.11,30.64,38.92,22.64,19.81,2012,5,MAM
2012-05-21,2.6,26.375,32.525,19.925,38.75,1.07,28.7,36.1,21.25,29.86,2012,5,MAM
2012-05-22,0.0,27.575,33.875,19.425,29.25,0.56,29.38,37.15,22.72,23.82,2012,5,MAM
2012-05-23,0.05,28.65,34.55,20.5,24.5,0.15,29.78,39.2,19.52,21.19,2012,5,MAM
2012-05-24,0.0,30.375,36.6,20.775,22.0,0.0,31.43,40.47,21.59,19.5,2012,5,MAM
2012-05-25,2.0,28.5,36.3,21.475,37.75,1.95,29.13,34.38,24.5,30.12,2012,5,MAM
2012-05-26,0.0,26.75,32.325,19.8,38.0,0.0,29.6,36.88,22.98,29.5,2012,5,MAM
2012-05-27,0.0,28.925,35.55,19.425,30.5,0.0,30.68,39.14,21.67,24.68,2012,5,MAM
2012-05-28,0.0,30.6,38.275,21.225,26.25,0.0,33.33,41.22,24.7,17.98,2012,5,MAM
2012-05-29,0.0,32.25,40.0,21.275,20.25,0.0,34.1,43.17,24.16,15.36,2012,5,MAM
2012-05-30,0.0,32.8,40.625,22.475,21.0,0.0,35.15,44.38,24.49,14.75,2012,5,MAM
2012-05-31,1.0,32.125,40.3,23.35,27.75,0.01,36.13,44.18,27.65,17.02,2012,5,MAM
2012-06-01,0.30000000000000004,32.15,40.0,23.625,24.75,0.04,35.46,43.76,26.07,15.47,2012,6,JJ
2012-06-02,0.0,32.125,39.375,23.225,21.25,0.0,35.19,43.1,27.29,12.13,2012,6,JJ
2012-06-03,0.0,32.575,40.15,23.225,19.25,0.03,34.88,42.98,26.4,12.49,2012,6,JJ
2012-06-04,0.0,32.55,40.6,22.7,18.5,0.03,36.04,43.59,28.02,8.53,2012,6,JJ
2012-06-05,0.0,33.275,40.025,22.3,17.75,0.0,35.57,43.54,28.22,7.9,2012,6,JJ
2012-06-06,0.7000000000000001,28.825,35.425,22.625,34.25,1.09,30.33,34.64,25.38,20.37,2012,6,JJ
2012-06-07,1.05,28.75,34.75,22.1,38.75,2.86,31.4,37.99,23.37,25.44,2012,6,JJ
2012-06-08,0.05,29.5,34.6,22.35,36.75,2.5,31.47,38.13,24.43,31.25,2012,6,JJ
2012-06-09,0.0,30.875,36.95,23.200000000000003,27.75,0.02,32.69,39.78,24.5,26.34,2012,6,JJ
2012-06-10,0.0,31.625,38.175,23.25,25.0,0.55,33.41,41.38,24.53,21.16,2012,6,JJ
2012-06-11,0.0,31.55,37.7,22.975,24.5,0.2,33.18,39.81,25.14,21.9,2012,6,JJ
2012-06-12,0.0,32.025,38.15,24.025000000000002,21.0,1.25,33.59,40.87,24.98,19.04,2012,6,JJ
2012-06-13,0.0,31.9,38.45,24.2,24.25,0.09,33.97,40.97,26.43,19.16,2012,6,JJ
2012-06-14,0.0,32.725,39.55,23.725,21.5,0.0,35.33,42.66,26.57,15.36,2012,6,JJ
2012-06-15,0.0,33.825,40.975,24.525,19.0,0.0,35.98,43.9,26.22,15.61,2012,6,JJ
2012-06-16,0.0,34.025000000000006,41.45,24.825,19.0,0.0,36.59,44.09,28.55,14.09,2012,6,JJ
2012-06-17,0.0,34.3,41.55,24.325000000000003,19.5,0.0,36.79,44.97,28.94,13.12,2012,6,JJ
2012-06-18,0.0,31.85,37.375,25.125,27.0,0.0,36.63,43.73,30.27,15.8,2012,6,JJ
2012-06-19,0.0,32.525,38.5,24.65,27.0,0.0,35.09,42.05,27.38,21.19,2012,6,JJ
2012-06-20,0.0,34.225,40.5,24.85,25.0,0.0,37.09,43.75,29.61,15.84,2012,6,JJ
2012-06-21,0.0,35.25,42.075,26.075,22.0,0.0,38.35,45.21,31.0,13.9,2012,6,JJ
2012-06-22,0.0,36.1,42.225,26.775,20.0,0.0,38.91,45.65,31.06,13.76,2012,6,JJ
2012-06-23,0.0,35.224999999999994,40.6,28.65,23.0,0.0,37.12,43.8,30.98,18.19,2012,6,JJ
2012-06-24,0.30000000000000004,34.275,40.1,28.1,30.0,0.01,37.39,44.12,29.25,15.55,2012,6,JJ
2012-06-25,0.5,32.449999999999996,37.975,26.6,36.25,0.11,35.68,40.99,29.69,19.8,2012,6,JJ
2012-06-26,0.1,32.7,37.975,26.3,30.5,3.55,34.04,40.92,26.39,25.3,2012,6,JJ
2012-06-27,0.0,32.9,39.175,25.875,26.75,0.01,33.91,40.63,26.16,22.46,2012,6,JJ
2012-06-28,0.2,32.925,38.8,25.675,28.25,2.45,33.85,40.66,26.0,24.05,2012,6,JJ
2012-06-29,0.0,33.4,39.35,25.7,25.5,0.1,34.98,42.34,26.36,23.88,2012,6,JJ
2012-06-30,0.0,34.65,41.6,26.075,21.75,0.04,36.57,43.87,28.31,20.51,2012,6,JJ
2012-07-01,0.0,35.7,42.6,26.175,19.0,0.0,37.58,44.98,28.01,18.13,2012,7,Monsoon
2012-07-02,0.0,36.75,42.875,28.2,21.5,0.0,38.51,45.63,30.16,17.33,2012,7,Monsoon
2012-07-03,0.0,37.2,43.05,29.775,26.0,0.0,39.24,46.12,31.33,16.65,2012,7,Monsoon
2012-07-04,0.75,34.9,40.425,29.8,45.5,0.0,38.59,45.44,32.34,17.73,2012,7,Monsoon
2012-07-05,2.05,32.175000000000004,36.5,27.525,55.0,5.54,35.87,41.61,29.97,31.05,2012,7,Monsoon
2012-07-06,2.75,33.475,38.875,25.125,48.0,3.66,34.66,41.35,28.27,37.84,2012,7,Monsoon
2012-07-07,15.7,28.6,34.7,23.875,67.5,17.34,31.79,36.9,27.56,55.49,2012,7,Monsoon
2012-07-08,8.0,27.65,31.05,24.175,70.0,0.01,31.86,38.99,25.42,52.38,2012,7,Monsoon
2012-07-09,1.1,29.125,33.225,24.1,67.25,4.85,32.39,37.87,26.36,51.52,2012,7,Monsoon
2012-07-10,0.1,31.1,35.725,26.075,56.75,0.02,33.62,39.96,27.03,51.41,2012,7,Monsoon
2012-07-11,4.8,29.8,33.9,25.725,65.75,17.66,32.43,36.82,28.24,58.91,2012,7,Monsoon
2012-07-12,8.6,28.35,32.825,24.325,70.0,17.05,31.08,35.47,27.53,65.6,2012,7,Monsoon
2012-07-13,2.3,27.625,31.35,23.7,72.0,11.14,30.82,35.4,26.39,65.63,2012,7,Monsoon
2012-07-14,3.25,28.375,33.15,23.725,67.75,2.87,30.95,35.19,26.79,58.79,2012,7,Monsoon
2012-07-15,0.7999999999999999,27.925,32.8,23.275,67.0,3.8,30.47,35.29,24.99,56.29,2012,7,Monsoon
2012-07-16,0.0,29.85,34.65,24.7,56.5,0.24,31.64,37.53,25.7,50.44,2012,7,Monsoon
2012-07-17,0.0,31.775,36.925,25.125,49.25,0.05,32.64,39.33,26.1,49.59,2012,7,Monsoon
2012-07-18,0.05,32.75,39.275,25.75,43.5,0.08,34.04,40.98,26.38,45.8,2012,7,Monsoon
2012-07-19,1.4,31.825000000000003,38.35,26.275,48.25,4.34,33.5,40.47,26.41,40.86,2012,7,Monsoon
2012-07-20,0.55,31.925,36.2,25.975,43.5,3.27,32.78,38.96,25.39,44.45,2012,7,Monsoon
2012-07-21,0.15,31.75,36.625,27.025,51.5,3.66,32.22,37.87,26.26,51.02,2012,7,Monsoon
2012-07-22,0.0,33.275,38.475,27.55,43.0,0.0,33.18,40.02,26.5,50.3,2012,7,Monsoon
2012-07-23,0.0,34.599999999999994,39.75,28.8,41.25,0.01,33.81,40.67,27.99,45.33,2012,7,Monsoon
2012-07-24,2.85,33.05,39.8,27.35,51.5,0.16,34.3,41.46,28.2,41.87,2012,7,Monsoon
2012-07-25,11.100000000000001,30.0,35.25,24.475,66.0,9.53,32.9,38.4,26.93,49.5,2012,7,Monsoon
2012-07-26,4.5,27.925,32.9,24.525,74.75,8.93,31.47,36.5,26.82,57.54,2012,7,Monsoon
2012-07-27,0.0,30.85,35.9,25.15,55.25,0.01,31.82,38.22,26.34,53.42,2012,7,Monsoon
2012-07-28,0.0,32.175,37.7,25.700000000000003,52.0,0.0,32.81,39.73,26.67,45.65,2012,7,Monsoon
2012-07-29,0.0,32.825,37.9,27.95,53.5,0.24,32.88,39.29,25.68,47.97,2012,7,Monsoon
2012-07-30,1.95,31.4,37.2,25.925,62.75,3.75,32.56,38.26,26.77,54.96,2012,7,Monsoon
2012-07-31,3.45,29.775,35.075,25.725,70.0,10.66,32.08,37.19,27.03,57.04,2012,7,Monsoon
2012-08-01,2.15,29.775,33.825,25.55,71.75,5.05,32.55,36.91,27.27,56.45,2012,8,Monsoon
2012-08-02,5.95,30.475,35.25,25.725,68.0,3.3,33.66,38.17,28.27,55.08,2012,8,Monsoon
2012-08-03,7.05,29.375,34.125,24.25,70.0,7.04,33.16,38.57,28.51,51.31,2012,8,Monsoon
2012-08-04,142.9,22.525,25.55,20.775,86.5,49.88,30.1,34.13,25.62,61.67,2012,8,Monsoon
2012-08-05,0.1,25.175,29.3,20.475,74.5,1.49,29.12,33.72,24.37,60.92,2012,8,Monsoon
2012-08-06,0.0,27.15,32.125,21.575,70.5,0.01,29.93,35.63,23.06,54.91,2012,8,Monsoon
2012-08-07,0.0,28.5,33.349999999999994,22.775,68.25,0.0,31.66,37.17,26.29,49.4,2012,8,Monsoon
2012-08-08,0.05,29.0,33.225,24.55,72.25,3.95,31.6,37.05,25.36,55.57,2012,8,Monsoon
2012-08-09,6.8,27.625,31.75,22.575,77.0,11.81,30.8,36.12,25.46,62.02,2012,8,Monsoon
2012-08-10,4.05,26.1,30.875,22.725,81.0,8.77,30.1,34.03,25.72,61.17,2012,8,Monsoon
2012-08-11,5.25,26.65,30.325,22.1,80.75,1.47,30.35,34.88,25.3,58.08,2012,8,Monsoon
2012-08-12,0.1,27.7,32.075,23.5,74.5,0.04,30.92,35.74,25.82,53.62,2012,8,Monsoon
2012-08-13,0.2,28.1,31.975,23.95,75.25,1.49,30.89,36.02,24.88,54.52,2012,8,Monsoon
2012-08-14,3.3,28.1,32.325,23.95,76.75,6.39,30.21,35.38,25.3,62.26,2012,8,Monsoon
2012-08-15,4.8,26.825,31.225,23.55,83.0,8.83,29.25,33.68,25.09,71.38,2012,8,Monsoon
2012-08-16,0.0,27.9,32.025,24.55,76.0,0.12,30.49,35.9,25.17,64.0,2012,8,Monsoon
2012-08-17,0.0,29.625,33.975,24.075,66.75,0.0,31.39,36.27,26.23,60.69,2012,8,Monsoon
2012-08-18,0.0,30.4,34.525,25.225,67.75,0.0,32.13,37.66,26.65,61.07,2012,8,Monsoon
2012-08-19,3.8,29.75,34.0,25.424999999999997,73.25,11.22,31.32,36.43,27.75,64.11,2012,8,Monsoon
2012-08-20,9.0,27.15,30.85,24.5,83.75,77.1,28.41,31.34,25.49,80.5,2012,8,Monsoon
2012-08-21,1.5,27.45,30.75,24.75,83.0,33.02,28.55,31.6,25.3,79.54,2012,8,Monsoon
2012-08-22,1.0,25.275,27.45,24.075,83.75,16.47,27.58,31.18,24.68,83.02,2012,8,Monsoon
2012-08-23,0.44999999999999996,27.075,30.075,23.9,76.0,15.49,26.86,29.74,23.83,82.97,2012,8,Monsoon
2012-08-24,2.2,27.725,31.95,24.45,77.25,15.4,28.15,30.97,24.96,78.68,2012,8,Monsoon
2012-08-25,14.95,26.25,30.575,23.425,84.5,27.73,28.25,31.71,24.85,79.94,2012,8,Monsoon
2012-08-26,41.55,24.225,26.05,22.5,91.5,1.91,27.53,30.44,24.84,78.86,2012,8,Monsoon
2012-08-27,3.75,26.35,29.974999999999998,22.6,79.5,2.81,27.8,31.34,23.63,75.24,2012,8,Monsoon
2012-08-28,0.65,26.425,30.575,22.7,81.75,0.96,27.29,30.83,23.87,77.88,2012,8,Monsoon
2012-08-29,3.0,27.525,31.825,22.85,76.5,0.29,28.29,32.53,23.49,73.24,2012,8,Monsoon
2012-08-30,3.45,27.45,31.825,23.35,78.5,2.45,28.25,31.54,24.54,74.03,2012,8,Monsoon
2012-08-31,1.95,27.05,30.525,23.775,82.25,3.73,28.04,31.43,24.17,75.52,2012,8,Monsoon
2012-09-01,9.45,27.225,31.15,24.075000000000003,80.75,2.95,27.97,31.52,24.6,75.68,2012,9,Monsoon
2012-09-02,5.9,27.025,30.875,23.725,79.5,25.51,27.94,31.34,25.03,78.24,2012,9,Monsoon
2012-09-03,2.6500000000000004,26.05,29.275,23.25,83.5,7.63,27.74,31.47,24.35,78.85,2012,9,Monsoon
2012-09-04,3.4,25.85,29.275,23.3,82.25,13.38,27.17,30.56,23.58,78.51,2012,9,Monsoon
2012-09-05,4.95,25.35,28.675,22.9,83.75,5.58,26.2,29.07,23.48,81.77,2012,9,Monsoon
2012-09-06,6.75,25.025,28.575,22.85,86.0,1.84,26.1,30.27,22.56,77.89,2012,9,Monsoon
2012-09-07,9.8,24.25,26.525000000000002,22.7,83.75,7.31,25.93,29.43,22.73,76.81,2012,9,Monsoon
2012-09-08,2.05,24.925,27.125,22.3,84.75,3.8,27.04,31.65,22.69,66.93,2012,9,Monsoon
2012-09-09,5.5,24.75,27.05,23.0,86.5,2.93,25.09,27.35,22.47,80.33,2012,9,Monsoon
2012-09-10,3.75,24.75,27.125,22.425,88.25,1.27,25.75,30.45,22.2,80.41,2012,9,Monsoon
2012-09-11,0.0,26.45,31.05,21.975,79.25,0.02,27.16,31.81,22.52,74.54,2012,9,Monsoon
2012-09-12,0.0,27.325,31.275,23.05,77.0,0.0,28.28,31.91,23.94,70.6,2012,9,Monsoon
2012-09-13,0.9,27.3,31.525,23.525,80.0,6.99,28.63,31.49,25.52,72.84,2012,9,Monsoon
2012-09-14,3.5,26.325,30.85,22.725,83.5,5.45,28.05,31.78,24.98,75.27,2012,9,Monsoon
2012-09-15,1.9,25.95,30.4,22.425,81.5,2.04,28.04,31.78,24.97,70.39,2012,9,Monsoon
2012-09-16,6.8,24.45,28.549999999999997,21.325,87.5,3.98,26.45,30.88,21.78,71.03,2012,9,Monsoon
2012-09-17,70.75,21.8,24.625,20.25,90.75,18.84,25.72,29.16,22.25,74.89,2012,9,Monsoon
2012-09-18,0.15000000000000002,22.725,27.225,18.75,80.0,0.65,24.52,28.34,19.92,75.02,2012,9,Monsoon
2012-09-19,0.0,23.075,29.0,17.875,71.0,0.0,23.78,28.87,18.32,64.01,2012,9,Monsoon
2012-09-20,0.0,23.675,29.65,17.6,67.5,0.0,24.73,30.15,18.87,62.01,2012,9,Monsoon
2012-09-21,0.0,24.175,30.025,18.0,69.0,0.0,25.36,30.38,20.56,56.81,2012,9,Monsoon
2012-09-22,0.2,23.75,29.2,18.625,70.5,0.0,24.75,30.36,20.08,56.93,2012,9,Monsoon
2012-09-23,0.0,23.75,29.675,18.325,64.0,0.07,24.53,29.92,18.77,59.06,2012,9,Monsoon
2012-09-24,0.0,23.799999999999997,29.775000000000002,17.775,65.75,0.0,24.47,30.21,19.01,58.73,2012,9,Monsoon
2012-09-25,0.6499999999999999,23.975,30.05,17.925,66.5,0.0,24.38,29.49,19.51,59.11,2012,9,Monsoon
2012-09-26,0.0,23.6,28.875,18.625,68.5,0.02,24.38,30.11,19.68,57.88,2012,9,Monsoon
2012-09-27,0.0,23.1,29.375,17.575,65.25,0.0,23.75,30.32,18.35,59.74,2012,9,Monsoon
2012-09-28,0.0,23.025,30.575,16.575000000000003,58.75,0.0,24.76,30.48,18.51,49.37,2012,9,Monsoon
2012-09-29,0.0,23.35,31.075,16.275,56.75,0.0,25.75,31.55,20.33,47.72,2012,9,Monsoon
2012-09-30,0.0,23.799999999999997,31.35,16.425,54.25,0.0,25.42,31.84,20.69,53.3,2012,9,Monsoon
2012-10-01,0.0,23.625,31.4,16.725,54.25,0.0,25.54,32.06,20.38,45.49,2012,10,Post-monsoon
2012-10-02,0.0,24.15,31.375,16.549999999999997,54.25,0.0,25.5,32.04,20.04,42.86,2012,10,Post-monsoon
2012-10-03,0.6,23.7,31.0,16.45,53.75,0.0,24.76,31.88,18.38,47.76,2012,10,Post-monsoon
2012-10-04,0.0,23.125,30.775,16.5,51.75,0.0,23.45,30.16,17.62,47.95,2012,10,Post-monsoon
2012-10-05,0.0,23.174999999999997,30.9,15.9,48.25,0.0,23.31,31.24,16.12,44.91,2012,10,Post-monsoon
2012-10-06,0.0,23.924999999999997,30.625,17.025,48.25,0.0,23.14,30.99,16.15,46.91,2012,10,Post-monsoon
2012-10-07,0.0,23.25,30.225,17.025,49.25,0.0,23.74,31.01,17.27,47.33,2012,10,Post-monsoon
2012-10-08,0.0,22.725,30.35,16.075,50.0,0.0,24.29,30.88,18.93,45.34,2012,10,Post-monsoon
2012-10-09,0.0,22.775,29.85,15.524999999999999,49.75,0.0,23.74,30.17,18.56,44.85,2012,10,Post-monsoon
2012-10-10,1.0,21.675,28.7,15.95,54.75,0.01,22.97,29.55,17.46,47.36,2012,10,Post-monsoon
2012-10-11,0.0,21.525,28.6,15.025,49.25,0.0,22.86,29.49,16.76,49.42,2012,10,Post-monsoon
2012-10-12,0.8,21.525,29.075,14.6,52.75,0.0,23.53,30.11,18.29,46.3,2012,10,Post-monsoon
2012-10-13,0.0,21.725,27.975,15.600000000000001,51.0,0.11,22.86,30.04,17.15,51.71,2012,10,Post-monsoon
2012-10-14,2.95,22.15,28.25,15.525,53.0,0.61,22.81,30.65,16.09,49.21,2012,10,Post-monsoon
2012-10-15,2.1,18.275,22.1,14.9,76.25,6.53,19.66,25.07,15.34,62.43,2012,10,Post-monsoon
2012-10-16,0.1,19.35,24.775,14.0,64.5,0.36,20.35,26.95,15.12,55.63,2012,10,Post-monsoon
2012-10-17,0.0,19.675,25.95,13.5,59.75,0.0,20.14,27.47,14.46,57.35,2012,10,Post-monsoon
2012-10-18,0.0,20.299999999999997,27.225,13.625,56.5,0.0,20.99,28.72,14.98,51.55,2012,10,Post-monsoon
2012-10-19,5.65,19.275,25.7,14.25,59.75,3.26,19.95,27.58,15.24,58.17,2012,10,Post-monsoon
2012-10-20,2.15,17.4,22.575,13.475,67.25,0.06,19.59,26.56,14.76,61.56,2012,10,Post-monsoon
2012-10-21,0.25,17.725,23.65,12.625,62.75,0.0,19.78,27.18,14.69,52.04,2012,10,Post-monsoon
2012-10-22,0.0,17.9,25.125,11.775,54.25,0.0,19.38,27.39,12.76,47.65,2012,10,Post-monsoon
2012-10-23,0.15000000000000002,17.675,24.15,10.925,53.0,0.0,19.23,26.56,14.33,44.98,2012,10,Post-monsoon
2012-10-24,0.0,16.35,23.575,9.925,52.5,0.79,18.01,26.49,11.63,47.8,2012,10,Post-monsoon
2012-10-25,0.0,16.45,23.725,10.05,53.5,0.0,18.39,26.0,12.21,39.32,2012,10,Post-monsoon
2012-10-26,0.0,16.825,24.35,9.975,53.25,0.0,18.61,26.62,11.65,42.5,2012,10,Post-monsoon
2012-10-27,0.0,17.425,24.675,10.9,52.25,0.0,19.0,26.9,12.22,45.14,2012,10,Post-monsoon
2012-10-28,0.0,17.975,24.875,11.9,55.0,0.0,19.68,27.34,14.28,46.05,2012,10,Post-monsoon
2012-10-29,0.0,18.25,25.6,11.8,57.75,0.0,19.98,28.28,13.74,47.5,2012,10,Post-monsoon
2012-10-30,0.0,18.425,25.825,11.85,58.25,0.0,20.59,28.58,13.66,46.28,2012,10,Post-monsoon
2012-10-31,0.0,18.8,26.425,12.15,58.75,0.0,20.79,28.7,15.2,44.88,2012,10,Post-monsoon
2012-11-01,0.0,18.35,25.775,12.325,59.5,0.0,20.58,28.79,13.72,44.06,2012,11,Post-monsoon
2012-11-02,0.0,18.7,25.6,12.325,58.5,0.0,19.77,28.13,13.03,45.88,2012,11,Post-monsoon
2012-11-03,0.0,18.2,25.525,12.225,55.75,0.0,20.11,27.84,15.22,44.99,2012,11,Post-monsoon
2012-11-04,0.0,17.825000000000003,24.775,11.45,54.5,0.0,19.81,27.29,14.49,42.6,2012,11,Post-monsoon
2012-11-05,0.0,17.475,23.4,11.575,56.5,0.0,20.45,27.6,15.28,42.79,2012,11,Post-monsoon
2012-11-06,0.0,17.1,24.2,10.9,53.5,0.0,18.63,26.68,12.44,46.82,2012,11,Post-monsoon
2012-11-07,0.0,16.85,24.275,10.6,49.0,0.0,18.05,25.8,12.73,42.73,2012,11,Post-monsoon
2012-11-08,0.0,16.525,23.95,10.4,51.0,0.0,17.74,25.95,11.07,40.55,2012,11,Post-monsoon
2012-11-09,0.0,16.3,23.6,10.25,52.0,0.0,17.45,25.28,10.81,43.5,2012,11,Post-monsoon
2012-11-10,0.0,16.3,23.525,10.025,55.5,0.0,17.69,26.62,12.33,46.26,2012,11,Post-monsoon
2012-11-11,0.0,16.0,23.225,9.675,57.0,0.0,17.91,25.83,12.19,42.91,2012,11,Post-monsoon
2012-11-12,0.0,16.275,22.575,10.125,66.75,0.0,17.16,24.51,10.78,41.64,2012,11,Post-monsoon
2012-11-13,0.0,16.0,22.325,10.475000000000001,65.25,0.0,16.65,24.85,11.42,43.82,2012,11,Post-monsoon
2012-11-14,0.0,15.525,22.7,9.675,64.0,0.0,15.94,24.4,10.66,43.94,2012,11,Post-monsoon
2012-11-15,0.0,15.100000000000001,22.925,8.925,56.5,0.0,16.59,25.26,10.8,31.77,2012,11,Post-monsoon
