row,col,spatial_block,proxy_class,role
277,383,45,1,buffer
548,119,81,5,development
323,287,44,1,test
441,21,60,3,development
606,205,93,6,test
630,446,96,4,development
545,271,84,2,test
52,251,3,3,test
114,35,10,5,development
258,175,32,1,buffer
44,509,7,5,development
111,395,15,5,buffer
509,198,72,5,buffer
614,89,91,2,development
449,493,67,4,development
530,295,74,4,test
51,227,3,3,test
453,610,69,5,development
19,253,3,3,test
588,119,81,2,development
389,486,57,4,development
441,172,62,3,buffer
69,60,10,1,development
220,327,34,3,test
574,249,83,4,test
646,274,94,1,test
178,385,25,5,buffer
120,21,10,2,development
152,382,25,5,buffer
295,425,46,1,development
99,244,13,3,test
541,478,87,1,development
180,230,23,2,test
307,142,42,1,buffer
101,263,13,2,test
364,379,55,5,buffer
65,445,6,1,development
246,429,36,1,development
556,285,84,4,test
439,497,67,4,development
618,124,91,2,development
497,278,74,5,test
534,151,72,4,buffer
319,173,42,1,buffer
477,342,75,4,buffer
550,109,81,2,development
19,109,1,3,development
447,539,68,4,development
570,452,86,2,development
111,371,15,5,buffer
431,507,67,4,development
248,467,36,2,development
375,596,58,4,development
546,68,81,2,development
624,209,93,1,test
626,114,91,2,development
265,160,32,3,buffer
210,91,31,3,development
429,288,64,1,test
515,592,78,4,development
90,408,16,2,development
157,413,26,5,development
642,198,92,1,buffer
62,521,7,5,development
211,575,38,6,development
376,518,57,1,development
231,149,32,3,buffer
425,192,62,1,buffer
561,127,81,2,development
471,226,73,1,test
105,574,18,4,development
388,348,55,3,buffer
252,405,36,2,development
560,45,80,2,development
377,191,52,3,buffer
107,447,16,1,development
145,610,29,5,development
98,511,17,1,development
367,384,55,4,buffer
142,146,22,2,buffer
224,255,33,2,test
233,250,33,3,test
419,211,63,1,test
577,537,88,1,development
165,426,26,5,development
180,438,26,3,development
286,373,45,1,buffer
199,189,22,1,buffer
254,403,36,2,development
103,266,13,2,test
372,343,55,1,buffer
559,593,88,5,development
144,280,24,5,test
292,358,45,4,buffer
202,572,38,6,development
513,206,73,5,test
489,538,78,5,development
380,32,50,5,development
333,183,42,1,buffer
155,390,25,5,buffer
558,164,82,1,buffer
165,501,27,6,development
371,280,54,5,test
560,195,82,1,buffer
88,22,10,3,development
358,509,57,4,development
562,74,81,2,development
569,124,81,2,development
133,300,14,5,test
320,160,42,1,buffer
49,377,5,1,buffer
250,506,37,4,development
543,69,81,2,development
651,191,92,2,buffer
510,560,78,4,development
188,462,26,3,development
468,589,68,4,development
643,200,92,1,buffer
127,503,17,4,development
292,602,48,4,development
567,306,84,4,test
179,407,26,5,development
48,34,0,3,development
142,326,24,5,test
61,153,2,3,buffer
107,200,12,6,buffer
147,451,26,5,development
92,523,17,1,development
621,127,91,2,development
222,524,37,6,development
79,291,14,4,test
594,228,83,3,test
84,329,14,5,test
416,598,68,4,development
487,366,75,4,buffer
5,27,0,3,development
54,454,6,1,development
201,293,34,1,test
581,592,88,1,development
136,300,24,5,test
468,69,61,3,development
572,96,81,2,development
20,315,4,2,test
83,607,19,5,development
293,601,48,4,development
163,547,28,3,development
387,74,51,3,development
104,147,12,3,buffer
595,337,85,4,buffer
462,198,62,1,buffer
634,137,92,2,buffer
576,210,83,5,test
515,390,75,5,buffer
223,216,33,3,test
617,302,94,2,test
523,346,75,5,buffer
493,165,72,1,buffer
358,462,56,5,development
197,484,27,4,development
430,396,65,5,buffer
154,368,25,5,buffer
415,561,68,4,development
510,382,75,5,buffer
219,605,39,6,development
587,155,82,2,buffer
508,124,71,1,development
458,392,65,4,buffer
144,266,23,5,test
3,111,1,3,development
457,170,62,1,buffer
532,489,77,1,development
318,596,48,4,development
224,437,36,2,development
234,15,30,3,development
400,36,50,1,development
220,589,38,6,development
626,118,91,2,development
100,381,15,4,buffer
637,208,93,1,test
54,362,5,3,buffer
549,109,81,2,development
623,310,94,5,test
238,298,34,2,test
16,459,6,3,development
601,72,81,2,development
212,550,38,6,development
477,571,78,4,development
219,180,32,1,buffer
585,137,82,5,buffer
574,3,80,2,development
464,505,67,4,development
446,296,64,4,test
15,540,8,5,development
610,17,90,5,development
147,570,28,4,development
421,442,66,5,development
218,402,36,5,development
523,209,73,5,test
72,612,19,4,development
344,23,50,1,development
213,428,36,1,development
283,88,41,3,development
541,526,87,5,development
590,222,83,4,test
355,388,55,5,buffer
209,407,36,2,development
429,287,64,1,test
45,449,6,3,development
123,336,15,5,buffer
438,413,66,5,development
41,355,5,4,buffer
318,433,46,4,development
198,572,28,4,development
363,563,58,4,development
132,355,15,5,buffer
83,577,18,5,development
23,332,4,4,test
187,395,25,2,buffer
645,7,90,2,development
48,210,3,3,test
242,508,37,4,development
44,309,4,3,test
453,475,67,4,development
195,478,27,4,development
125,6,10,2,development
89,337,15,5,buffer
344,366,55,5,buffer
26,147,2,3,buffer
334,521,47,4,development
399,305,54,4,test
561,112,81,2,development
425,461,66,5,development
641,19,90,2,development
164,332,24,5,test
373,266,53,5,test
514,263,73,5,test
195,238,23,2,test
339,294,54,1,test
560,552,88,3,development
402,507,67,4,development
256,447,36,3,development
158,53,20,3,development
124,8,10,2,development
97,208,13,2,test
199,65,20,1,development
517,216,73,5,test
30,158,2,3,buffer
232,209,33,3,test
501,62,70,3,development
147,289,24,5,test
423,515,67,4,development
191,144,22,3,buffer
378,279,54,5,test
23,98,1,3,development
502,116,71,1,development
553,13,80,1,development
155,350,25,5,buffer
468,263,63,3,test
577,2,80,2,development
494,424,76,5,development
610,215,93,1,test
550,249,83,4,test
609,92,91,2,development
56,614,9,5,development
450,195,62,1,buffer
559,396,85,4,buffer
354,610,59,4,development
420,456,66,5,development
164,434,26,5,development
193,474,27,1,development
116,154,12,1,buffer
95,3,10,2,development
9,504,7,4,development
604,87,91,2,development
68,197,12,3,buffer
224,591,38,6,development
409,594,68,4,development
221,360,35,3,buffer
310,2,40,1,development
429,304,64,1,test
330,533,47,4,development
113,209,13,1,test
113,86,11,3,development
377,23,50,1,development
386,593,58,4,development
46,529,7,2,development
154,447,26,5,development
608,152,92,2,buffer
180,426,26,5,development
115,599,18,4,development
95,548,18,5,development
59,36,0,3,development
583,589,88,1,development
299,128,41,4,development
631,338,95,4,buffer
268,61,40,3,development
44,562,8,4,development
558,75,81,2,development
142,540,28,3,development
293,74,41,1,development
258,20,30,3,development
280,122,41,1,development
357,352,55,5,buffer
402,328,64,4,test
309,215,43,3,test
606,290,94,2,test
345,81,51,3,development
547,334,84,4,test
373,419,56,4,development
397,610,59,4,development
345,398,55,5,buffer
152,8,20,3,development
622,325,94,5,test
433,149,62,1,buffer
444,516,67,4,development
188,448,26,3,development
398,328,54,4,test
485,237,73,1,test
351,612,59,4,development
17,347,5,2,buffer
96,288,14,1,test
576,207,83,5,test
230,45,30,3,development
615,90,91,2,development
341,390,55,5,buffer
149,342,25,5,buffer
500,598,78,4,development
376,520,57,1,development
3,442,6,3,development
348,330,54,3,test
181,459,26,3,development
400,75,51,1,development
491,353,75,5,buffer
163,15,20,3,development
430,440,66,5,development
510,276,74,5,test
70,136,12,3,buffer
488,430,76,5,development
511,380,75,5,buffer
371,267,53,5,test
611,115,91,2,development
237,9,30,1,development
496,457,76,4,development
626,137,92,2,buffer
172,366,25,5,buffer
149,343,25,5,buffer
526,83,71,2,development
436,459,66,4,development
19,127,1,3,development
320,350,45,2,buffer
141,542,28,5,development
302,248,43,1,test
224,595,38,6,development
535,145,72,1,buffer
628,540,98,1,development
341,391,55,5,buffer
588,114,81,2,development
201,33,30,1,development
115,566,18,5,development
617,542,98,1,development
292,397,45,1,buffer
22,558,8,5,development
304,475,47,5,development
349,298,54,3,test
304,363,45,4,buffer
262,299,34,4,test
134,501,27,4,development
11,376,5,3,buffer
614,129,91,2,development
600,16,80,2,development
133,4,10,2,development
405,468,66,5,development
367,479,57,1,development
472,195,72,1,buffer
615,231,93,6,test
474,339,75,4,buffer
564,257,83,2,test
147,343,25,5,buffer
145,315,24,5,test
461,580,68,4,development
616,386,95,1,buffer
135,240,23,5,test
171,110,21,3,development
522,316,74,5,test
418,409,66,4,development
398,357,55,1,buffer
340,235,53,1,test
311,82,41,1,development
525,438,76,4,development
346,47,50,1,development
584,75,81,2,development
368,404,56,4,development
364,343,55,5,buffer
547,503,87,3,development
336,528,57,5,development
144,264,23,5,test
382,503,57,4,development
146,76,21,1,development
381,261,53,5,test
111,424,16,4,development
390,491,57,4,development
499,33,70,3,development
524,560,78,3,development
617,138,92,2,buffer
515,391,75,5,buffer
399,205,53,4,test
404,445,66,4,development
181,612,29,1,development
62,497,7,5,development
512,89,71,2,development
135,469,27,5,development
542,46,80,2,development
156,488,27,1,development
605,74,91,2,development
599,283,84,1,test
472,513,77,4,development
214,307,34,3,test
596,11,80,2,development
496,100,71,2,development
75,83,11,3,development
208,140,32,3,buffer
154,354,25,5,buffer
582,486,87,4,development
197,565,28,4,development
615,361,95,4,buffer
514,74,71,2,development
439,551,68,4,development
432,218,63,1,test
495,199,72,2,buffer
614,84,91,2,development
379,104,51,3,development
568,454,86,2,development
66,473,7,5,development
606,148,92,2,buffer
352,370,55,5,buffer
186,40,20,1,development
144,262,23,5,test
9,42,0,2,development
211,173,32,1,buffer
17,559,8,5,development
140,474,27,5,development
550,392,85,4,buffer
186,229,23,2,test
312,441,46,4,development
547,375,85,4,buffer
617,20,90,5,development
113,199,12,2,buffer
61,522,7,5,development
142,293,24,5,test
271,289,44,4,test
289,387,45,4,buffer
434,331,64,1,test
447,544,68,4,development
545,121,81,5,development
154,146,22,1,buffer
626,104,91,2,development
508,0,70,1,development
428,178,62,3,buffer
241,60,30,1,development
538,348,85,5,buffer
267,200,32,3,buffer
276,122,41,1,development
315,138,42,1,buffer
469,492,77,4,development
597,91,81,2,development
184,51,20,3,development
573,92,81,2,development
115,271,14,2,test
341,251,53,3,test
139,42,20,1,development
399,347,55,1,buffer
593,24,80,2,development
396,431,56,4,development
269,270,44,1,test
394,544,58,4,development
154,403,26,5,development
227,442,36,2,development
59,345,5,2,buffer
605,107,91,2,development
51,596,8,5,development
592,237,83,3,test
593,423,86,4,development
556,205,83,1,test
228,156,32,3,buffer
327,314,44,3,test
616,183,92,1,buffer
163,237,23,5,test
570,97,81,2,development
119,128,11,1,development
348,360,55,5,buffer
100,428,16,5,development
351,276,54,3,test
289,433,46,4,development
621,152,92,2,buffer
114,395,15,5,buffer
163,283,24,2,test
433,463,66,5,development
82,259,13,4,test
625,539,98,1,development
165,476,27,3,development
142,483,27,5,development
518,413,76,4,development
611,180,92,1,buffer
118,112,11,2,development
309,313,44,1,test
501,207,73,5,test
509,177,72,5,buffer
559,11,80,3,development
280,220,43,3,test
340,154,52,1,buffer
582,24,80,2,development
247,545,38,4,development
594,51,80,2,development
251,450,36,1,development
353,370,55,5,buffer
128,374,15,5,buffer
211,571,38,6,development
400,385,55,3,buffer
165,279,24,2,test
449,215,63,1,test
345,497,57,4,development
456,32,60,1,development
130,465,16,5,development
128,343,15,5,buffer
144,362,25,5,buffer
549,592,88,4,development
388,19,50,1,development
404,311,64,5,test
104,10,10,5,development
71,476,17,5,development
130,456,16,5,development
250,499,37,3,development
627,142,92,2,buffer
270,314,44,4,test
2,522,7,5,development
235,561,38,5,development
395,509,57,4,development
490,220,73,4,test
353,490,57,4,development
358,368,55,5,buffer
229,313,34,3,test
111,8,10,5,development
458,107,61,1,development
94,11,10,5,development
576,2,80,2,development
417,335,65,1,buffer
253,4,30,1,development
16,254,3,3,test
428,318,64,1,test
448,207,63,1,test
630,192,92,1,buffer
223,190,32,3,buffer
354,368,55,5,buffer
372,546,58,4,development
457,246,63,3,test
58,96,1,2,development
509,405,76,4,development
171,361,25,5,buffer
642,413,96,1,development
419,606,69,4,development
140,271,24,5,test
377,61,50,1,development
517,128,71,1,development
443,347,65,3,buffer
565,86,81,2,development
616,121,91,2,development
563,161,82,2,buffer
253,135,32,3,buffer
177,136,22,1,buffer
21,165,2,3,buffer
401,482,57,4,development
587,227,83,3,test
27,302,4,3,test
317,554,48,4,development
236,467,36,2,development
112,423,16,4,development
116,332,14,5,test
654,69,91,2,development
582,0,80,2,development
217,424,36,1,development
150,109,21,1,development
309,302,44,4,test
544,276,84,2,test
543,86,81,2,development
165,497,27,6,development
599,155,82,2,buffer
417,349,65,3,buffer
419,275,64,3,test
492,289,74,4,test
569,1,80,2,development
145,569,28,5,development
384,120,51,1,development
511,421,76,4,development
497,40,70,3,development
56,525,7,5,development
79,213,13,3,test
512,414,76,4,development
166,509,27,6,development
648,21,90,2,development
604,592,98,2,development
511,221,73,5,test
336,531,57,5,development
61,166,2,3,buffer
510,543,78,4,development
439,568,68,4,development
472,75,71,1,development
32,485,7,4,development
367,535,57,1,development
229,75,31,1,development
602,322,84,4,test
55,249,3,3,test
357,501,57,4,development
23,565,8,5,development
21,44,0,2,development
581,256,83,1,test
217,581,38,6,development
555,287,84,4,test
207,583,38,6,development
184,222,23,2,test
10,602,8,4,development
52,129,1,3,development
254,268,34,4,test
38,452,6,2,development
577,303,84,4,test
276,121,41,1,development
621,222,93,1,test
59,348,5,2,buffer
153,457,26,5,development
312,338,45,3,buffer
511,128,71,1,development
31,531,7,5,development
12,225,3,3,test
224,600,38,6,development
635,21,90,2,development
346,429,56,5,development
215,489,37,5,development
180,286,24,5,test
145,509,27,6,development
613,200,92,1,buffer
435,265,63,3,test
382,476,57,4,development
615,131,91,2,development
65,47,0,3,development
617,142,92,2,buffer
90,215,13,6,test
355,432,56,5,development
547,357,85,4,buffer
235,591,38,6,development
404,483,67,4,development
638,252,93,3,test
237,322,34,3,test
191,359,25,4,buffer
186,219,23,2,test
101,343,15,4,buffer
54,24,0,3,development
481,491,77,5,development
248,503,37,4,development
524,132,71,1,development
537,64,80,2,development
79,335,15,2,buffer
65,187,2,3,buffer
348,424,56,5,development
472,384,75,4,buffer
135,387,25,5,buffer
11,293,4,3,test
186,302,24,5,test
60,608,9,5,development
213,284,34,3,test
225,566,38,4,development
567,69,81,2,development
100,60,10,1,development
394,39,50,1,development
453,248,63,3,test
491,291,74,4,test
200,144,22,3,buffer
235,119,31,1,development
595,515,87,1,development
296,137,42,1,buffer
625,119,91,2,development
217,429,36,1,development
575,3,80,2,development
594,540,88,1,development
348,555,58,4,development
431,250,63,3,test
51,87,1,2,development
538,214,83,2,test
463,32,60,1,development
140,471,27,5,development
569,119,81,2,development
216,545,38,6,development
165,232,23,5,test
142,576,28,4,development
337,130,51,1,development
265,498,37,5,development
647,201,93,1,test
13,191,2,3,buffer
582,460,86,2,development
578,538,88,1,development
41,255,3,3,test
250,203,33,3,test
368,604,59,4,development
587,0,80,2,development
631,127,91,2,development
354,153,52,4,buffer
561,117,81,2,development
451,171,62,1,buffer
216,546,38,6,development
275,570,48,5,development
265,33,30,3,development
85,332,14,5,test
454,290,64,4,test
194,8,20,3,development
128,559,18,5,development
443,565,68,4,development
633,2,90,2,development
147,510,27,6,development
436,284,64,1,test
167,491,27,6,development
570,188,82,1,buffer
346,367,55,5,buffer
581,257,83,1,test
574,235,83,5,test
505,130,71,1,development
621,124,91,2,development
8,166,2,3,buffer
588,98,81,2,development
166,53,20,3,development
531,496,77,4,development
594,586,88,1,development
312,421,46,4,development
448,400,65,4,buffer
569,455,86,2,development
149,21,20,3,development
119,142,12,3,buffer
562,122,81,2,development
261,410,36,4,development
247,487,37,1,development
515,587,78,4,development
642,207,93,1,test
575,13,80,2,development
205,262,33,3,test
616,307,94,2,test
43,201,3,3,test
343,415,56,5,development
541,392,85,4,buffer
233,27,30,1,development
72,16,10,3,development
486,531,77,5,development
267,295,34,1,test
58,300,4,3,test
505,147,72,1,buffer
183,93,21,3,development
82,476,17,2,development
301,430,46,4,development
110,406,16,5,development
459,389,65,4,buffer
325,24,40,1,development
608,430,96,5,development
125,464,16,5,development
334,352,45,4,buffer
20,570,8,5,development
252,469,37,1,development
35,9,0,3,development
353,579,58,5,development
330,312,44,3,test
563,124,81,2,development
336,157,52,1,buffer
12,484,7,4,development
275,147,42,3,buffer
460,565,68,4,development
76,129,11,3,development
548,36,80,2,development
146,349,25,5,buffer
173,279,24,5,test
525,318,74,5,test
56,287,4,3,test
276,487,47,5,development
87,360,15,4,buffer
73,344,15,2,buffer
131,366,15,5,buffer
70,615,19,4,development
381,140,52,1,buffer
652,31,90,2,development
234,420,36,1,development
30,526,7,5,development
503,303,74,4,test
512,87,71,2,development
541,419,86,4,development
30,565,8,5,development
375,161,52,1,buffer
49,136,2,3,buffer
200,82,21,3,development
354,401,55,5,buffer
391,568,58,4,development
169,209,23,5,test
285,342,45,4,buffer
595,59,80,2,development
638,4,90,2,development
390,15,50,1,development
165,105,21,3,development
596,52,80,2,development
267,435,36,4,development
336,297,54,1,test
223,267,33,2,test
630,193,92,1,buffer
402,37,60,1,development
220,169,32,1,buffer
149,82,21,1,development
477,418,76,4,development
440,164,62,1,buffer
361,371,55,4,buffer
79,345,15,2,buffer
146,152,22,2,buffer
205,223,33,2,test
297,310,44,4,test
526,85,71,2,development
209,583,38,6,development
338,200,52,1,buffer
559,77,81,2,development
123,268,14,2,test
653,573,98,1,development
526,265,73,4,test
425,321,64,1,test
526,457,76,5,development
60,541,8,5,development
2,404,6,3,development
234,187,32,3,buffer
608,204,93,6,test
127,523,17,3,development
197,233,23,2,test
617,219,93,1,test
146,39,20,3,development
90,470,17,2,development
351,596,58,4,development
116,391,15,5,buffer
411,588,68,4,development
563,125,81,2,development
3,41,0,2,development
211,576,38,6,development
548,52,80,2,development
314,71,41,3,development
229,170,32,1,buffer
513,239,73,5,test
488,196,72,1,buffer
582,142,82,2,buffer
640,176,92,1,buffer
287,451,46,2,development
612,534,97,1,development
217,462,36,1,development
400,39,50,1,development
140,217,23,1,test
537,240,83,5,test
611,130,91,2,development
308,81,41,1,development
387,496,57,4,development
523,314,74,5,test
333,114,41,3,development
533,85,71,2,development
189,282,24,5,test
150,509,27,6,development
618,301,94,2,test
385,492,57,4,development
573,106,81,2,development
394,328,54,4,test
358,417,56,5,development
403,108,61,1,development
610,342,95,4,buffer
44,77,1,2,development
240,4,30,1,development
590,106,81,2,development
349,1,50,1,development
361,237,53,3,test
436,586,68,4,development
621,329,94,5,test
584,122,81,2,development
556,410,86,4,development
525,224,73,5,test
545,43,80,2,development
443,585,68,5,development
452,326,64,3,test
591,304,84,4,test
297,243,43,3,test
558,126,81,2,development
216,452,36,1,development
501,21,70,1,development
74,600,18,5,development
604,465,96,4,development
290,361,45,4,buffer
466,479,67,4,development
632,587,98,3,development
382,140,52,1,buffer
288,252,43,4,test
232,596,38,6,development
600,299,84,4,test
78,135,12,3,buffer
214,581,38,6,development
475,509,77,5,development
129,357,15,5,buffer
195,247,23,2,test
159,96,21,3,development
229,597,38,6,development
482,532,77,5,development
248,203,33,3,test
43,144,2,3,buffer
133,570,18,5,development
247,466,36,2,development
342,604,59,5,development
221,22,30,3,development
585,317,84,4,test
30,63,0,2,development
141,61,20,3,development
570,40,80,2,development
171,380,25,2,buffer
93,615,19,4,development
503,590,78,4,development
86,78,11,3,development
183,431,26,3,development
53,389,5,1,buffer
253,198,32,1,buffer
512,79,71,2,development
90,339,15,5,buffer
548,484,87,4,development
536,288,84,2,test
432,304,64,1,test
369,39,50,1,development
205,507,37,4,development
589,579,88,1,development
131,335,15,5,buffer
51,138,2,3,buffer
293,273,44,4,test
643,416,96,3,development
344,397,55,5,buffer
570,340,85,4,buffer
598,79,81,2,development
79,113,11,3,development
159,141,22,3,buffer
7,549,8,5,development
105,151,12,3,buffer
367,480,57,1,development
572,436,86,4,development
390,478,57,4,development
394,248,53,5,test
439,189,62,1,buffer
171,464,26,3,development
74,598,18,5,development
37,341,5,1,buffer
399,413,56,4,development
597,163,82,2,buffer
281,359,45,1,buffer
444,150,62,1,buffer
123,135,12,3,buffer
607,194,92,1,buffer
468,50,60,1,development
581,72,81,2,development
609,444,96,4,development
147,267,23,5,test
643,16,90,2,development
127,480,17,5,development
506,491,77,4,development
571,8,80,3,development
150,395,25,5,buffer
570,404,86,4,development
29,234,3,3,test
199,522,27,6,development
346,389,55,5,buffer
519,351,75,5,buffer
25,295,4,1,test
405,412,66,4,development
28,38,0,3,development
348,103,51,3,development
652,11,90,2,development
618,548,98,1,development
327,237,43,3,test
58,149,2,3,buffer
209,157,32,3,buffer
618,527,97,1,development
86,14,10,3,development
195,209,23,2,test
604,171,92,1,buffer
78,566,18,4,development
204,430,36,1,development
389,329,54,4,test
185,293,24,5,test
202,182,32,1,buffer
577,199,82,5,buffer
130,395,15,5,buffer
619,148,92,2,buffer
393,56,50,1,development
386,472,57,4,development
161,402,26,5,development
514,72,71,2,development
463,304,64,3,test
473,171,72,1,buffer
203,208,33,2,test
532,275,74,5,test
412,517,67,4,development
288,409,46,1,development
13,475,7,1,development
287,306,44,3,test
169,442,26,5,development
547,88,81,2,development
43,190,2,3,buffer
430,553,68,4,development
36,380,5,3,buffer
569,436,86,4,development
191,303,24,5,test
319,440,46,5,development
603,145,92,2,buffer
146,376,25,5,buffer
107,371,15,5,buffer
137,194,22,3,buffer
603,152,92,2,buffer
509,241,73,5,test
197,486,27,4,development
167,493,27,6,development
478,53,70,5,development
248,249,33,1,test
633,437,96,2,development
588,89,81,2,development
496,605,79,4,development
199,33,20,1,development
588,116,81,2,development
36,68,1,2,development
520,326,74,5,test
216,584,38,6,development
605,154,92,2,buffer
256,542,38,1,development
603,481,97,2,development
46,547,8,5,development
275,416,46,4,development
222,598,38,6,development
393,325,54,4,test
573,16,80,2,development
568,194,82,1,buffer
82,553,18,5,development
623,102,91,2,development
457,8,60,3,development
212,453,36,1,development
447,324,64,4,test
639,287,94,3,test
310,548,48,5,development
494,601,78,4,development
270,494,47,5,development
485,14,70,2,development
224,498,37,2,development
280,369,45,4,buffer
25,585,8,4,development
209,279,34,3,test
351,383,55,5,buffer
277,184,42,3,buffer
497,171,72,1,buffer
294,240,43,1,test
624,117,91,2,development
648,527,97,1,development
444,570,68,4,development
638,427,96,3,development
522,138,72,2,buffer
552,77,81,2,development
461,277,64,3,test
28,159,2,3,buffer
458,513,67,4,development
33,365,5,3,buffer
585,61,80,4,development
317,429,46,4,development
609,216,93,1,test
277,271,44,3,test
130,435,16,4,development
538,240,83,5,test
217,159,32,1,buffer
331,196,42,3,buffer
641,243,93,1,test
399,436,56,4,development
545,63,80,2,development
506,72,71,2,development
363,179,52,1,buffer
284,361,45,3,buffer
44,203,3,3,test
563,238,83,4,test
229,609,39,4,development
602,2,80,2,development
99,332,14,5,test
510,193,72,5,buffer
218,583,38,6,development
29,344,5,1,buffer
487,182,72,1,buffer
279,240,43,3,test
206,575,38,6,development
141,454,26,5,development
144,516,27,6,development
580,592,88,1,development
466,422,66,4,development
314,366,45,4,buffer
468,270,64,3,test
211,552,38,6,development
269,541,48,3,development
308,434,46,4,development
88,287,14,1,test
181,217,23,5,test
67,332,14,2,test
208,305,34,3,test
286,369,45,1,buffer
647,188,92,2,buffer
139,463,26,5,development
141,451,26,5,development
544,475,87,1,development
238,456,36,2,development
140,262,23,5,test
606,221,93,6,test
492,170,72,1,buffer
53,61,0,3,development
546,16,80,1,development
198,430,26,1,development
347,220,53,4,test
220,159,32,3,buffer
258,444,36,1,development
111,404,16,5,development
625,113,91,2,development
603,108,91,2,development
386,167,52,1,buffer
507,113,71,1,development
96,194,12,3,buffer
37,544,8,5,development
2,228,3,3,test
598,57,80,2,development
609,202,93,6,test
265,75,31,3,development
177,183,22,1,buffer
42,541,8,5,development
409,579,68,4,development
154,89,21,1,development
167,350,25,4,buffer
262,455,36,2,development
148,63,20,1,development
85,449,16,5,development
158,99,21,3,development
602,375,85,4,buffer
101,468,16,1,development
242,590,38,6,development
562,483,87,1,development
207,578,38,6,development
321,405,46,4,development
235,134,32,3,buffer
525,452,76,4,development
144,115,21,3,development
322,464,46,4,development
601,478,87,2,development
211,426,36,1,development
615,110,91,2,development
491,519,77,4,development
392,601,58,4,development
246,348,35,4,buffer
292,364,45,1,buffer
124,77,11,3,development
328,105,41,3,development
165,492,27,6,development
232,74,31,1,development
542,411,86,4,development
596,49,80,2,development
125,63,10,3,development
44,156,2,3,buffer
242,398,35,5,buffer
543,188,82,2,buffer
488,18,70,2,development
79,339,15,2,buffer
497,393,75,5,buffer
552,126,81,2,development
309,96,41,3,development
599,159,82,2,buffer
19,41,0,2,development
263,176,32,1,buffer
140,480,27,5,development
596,87,81,2,development
325,223,43,1,test
192,12,20,3,development
420,376,65,4,buffer
320,594,48,4,development
256,132,31,4,development
269,613,49,4,development
526,248,73,5,test
496,241,73,4,test
136,587,28,4,development
556,59,80,2,development
12,396,5,3,buffer
215,172,32,1,buffer
194,196,22,2,buffer
50,549,8,5,development
493,410,76,5,development
339,457,56,5,development
158,551,28,3,development
145,410,26,5,development
548,117,81,5,development
496,96,71,1,development
453,593,68,4,development
171,287,24,5,test
467,86,61,1,development
223,595,38,6,development
605,532,97,1,development
201,207,33,2,test
262,71,31,3,development
125,404,16,5,development
118,527,17,1,development
297,376,45,4,buffer
628,96,91,2,development
385,534,57,4,development
510,8,70,3,development
348,289,54,3,test
53,311,4,3,test
154,440,26,5,development
405,236,63,4,test
120,263,13,2,test
129,565,18,5,development
563,389,85,4,buffer
77,14,10,3,development
325,146,42,1,buffer
516,442,76,4,development
461,66,60,1,development
16,473,7,1,development
490,124,71,1,development
596,137,82,2,buffer
154,488,27,1,development
243,491,37,1,development
25,409,6,3,development
207,506,37,5,development
91,454,16,5,development
94,178,12,3,buffer
483,306,74,3,test
615,395,95,4,buffer
108,329,14,5,test
527,316,74,5,test
74,585,18,5,development
271,399,45,1,buffer
351,13,50,1,development
349,290,54,3,test
267,332,34,4,test
206,126,31,3,development
389,90,51,1,development
73,290,14,1,test
218,170,32,1,buffer
572,329,84,4,test
137,123,21,2,development
236,614,39,4,development
147,318,24,5,test
110,2,10,5,development
242,461,36,2,development
553,121,81,2,development
455,164,62,1,buffer
508,611,79,4,development
625,278,94,2,test
480,279,74,4,test
83,536,18,5,development
204,85,31,3,development
194,30,20,1,development
29,66,0,2,development
381,532,57,4,development
506,544,78,4,development
650,199,92,1,buffer
67,536,18,5,development
160,346,25,5,buffer
300,430,46,4,development
126,544,18,5,development
339,477,57,4,development
428,395,65,5,buffer
121,563,18,5,development
355,577,58,5,development
25,36,0,3,development
90,519,17,1,development
599,64,80,2,development
285,490,47,4,development
138,318,24,5,test
466,197,62,1,buffer
383,474,57,4,development
139,548,28,5,development
208,452,36,1,development
361,192,52,1,buffer
98,362,15,4,buffer
166,494,27,6,development
10,120,1,3,development
462,23,60,1,development
20,451,6,1,development
195,43,20,3,development
123,43,10,1,development
140,475,27,5,development
40,198,2,3,buffer
648,168,92,1,buffer
233,352,35,3,buffer
344,458,56,5,development
169,113,21,3,development
138,554,28,5,development
405,433,66,5,development
202,344,35,4,buffer
31,211,3,3,test
7,527,7,5,development
274,393,45,1,buffer
99,323,14,5,test
111,198,12,6,buffer
538,551,88,4,development
644,424,96,1,development
645,9,90,2,development
65,80,1,3,development
498,562,78,4,development
203,357,35,4,buffer
476,1,70,1,development
407,614,69,4,development
626,182,92,1,buffer
7,22,0,2,development
136,453,26,5,development
404,36,60,1,development
457,17,60,1,development
44,393,5,1,buffer
619,218,93,1,test
148,370,25,5,buffer
265,182,32,1,buffer
148,218,23,1,test
358,595,58,5,development
368,82,51,1,development
121,263,13,2,test
38,558,8,5,development
128,291,14,5,test
313,545,48,5,development
183,136,22,1,buffer
598,167,82,1,buffer
272,574,48,5,development
296,6,40,4,development
224,448,36,2,development
539,66,80,2,development
592,38,80,2,development
497,606,79,4,development
14,598,8,4,development
550,342,85,4,buffer
242,106,31,3,development
211,172,32,1,buffer
447,403,66,4,development
479,465,76,4,development
624,138,92,2,buffer
102,240,13,3,test
216,544,38,6,development
339,24,50,1,development
